"","id","target","response","autoscore","trial number","rewardcue","cents","ParticipantID"
"858","59e91cebae9f950001d8466a"," BOSS TOLD HORRIBLE JOKE","none",0,58,"$$$",0,"11"
"859","59e91cebae9f950001d8466a"," GIRL LOVED SWEET COFFEE","The girl loved the sweet coffee",100,59,"$$$",62.5,"11"
"860","59e91cebae9f950001d8466a"," STRONG FATHER CARRIED BROTHER","none",0,60,"$$$",0,"11"
"861","59e91cebae9f950001d8466a"," MAN ATE LARGE MEAL","none",0,61,"0",0,"11"
"862","59e91cebae9f950001d8466a"," FAMILY WATCHED TALENTED PERFORMER","none",0,62,"0",0,"11"
"863","59e91cebae9f950001d8466a"," CAT CHASED GRAY GREY MOUSE","The cat chased the gray mouse",100,63,"0",0,"11"
"864","59e91cebae9f950001d8466a"," TROUBLED CHILD NEEDED MOTHER","The troubled child needed help",75,64,"0",0,"11"
"865","59e91cebae9f950001d8466a"," PRESIDENT GAVE INTERESTING SPEECH","The president wrote an interesting speech",75,65,"0",0,"11"
"866","59e91cebae9f950001d8466a"," MAN HEARD BEAUTIFUL MUSIC","none",0,66,"0",0,"11"
"867","59e91cebae9f950001d8466a"," LARGE MONKEY CHASED CHILD","The large monkey chased the child",100,67,"0",0,"11"
"868","59e91cebae9f950001d8466a"," FAMILY CLEANED DIRTY HOUSE","The family played in the big house",50,68,"0",0,"11"
"869","59e91cebae9f950001d8466a"," RICH BOYFRIEND OWNED HOUSES","The rich boyfriend owned the house",75,69,"0",0,"11"
"870","59e91cebae9f950001d8466a"," HARDWORKING FARMER GREW CORN","none",0,70,"0",0,"11"
"871","59e91cebae9f950001d8466a"," MONKEY MADE HORRIBLE NOISE","none",0,71,"0",0,"11"
"872","59e91cebae9f950001d8466a"," HOT COFFEE HURT BOY","none",0,72,"0",0,"11"
"873","59e91cebae9f950001d8466a"," GRANDFATHER CHOSE OLD MOVIE","none",0,73,"0",0,"11"
"874","59e91cebae9f950001d8466a"," BLACK BEAR SCARED VISITORS","The black bear scared the customers",75,74,"0",0,"11"
"875","59e91cebae9f950001d8466a"," GRAY GREY MOUSE ATE CHEESE","The gray mouse ate the cheese",100,75,"0",0,"11"
"876","59e91cebae9f950001d8466a"," THIRSTY DOG DRANK WATER","The thirsty dog drank the water",100,76,"0",0,"11"
"877","59e91cebae9f950001d8466a"," COUPLE WANTED YOUNGEST CHILD","none",0,77,"$$$",0,"11"
"878","59e91cebae9f950001d8466a"," WOMAN MET RICH ACTOR","The woman was a rich actor",75,78,"$$$",46.875,"11"
"879","59e91cebae9f950001d8466a"," TINY FLIES BOTHERED GIRL","none",0,79,"$$$",0,"11"
"880","59e91cebae9f950001d8466a"," CHEF COOKED DELICIOUS FOOD","The chef cooked the delicious food",100,80,"$$$",62.5,"11"
"881","5e89ad187ad752640e558c8a"," COUPLE WANTED YOUNGEST CHILD","none",0,1,"0",0,"12"
"882","5e89ad187ad752640e558c8a"," WOMAN MET RICH ACTOR","none",0,2,"0",0,"12"
"883","5e89ad187ad752640e558c8a"," TINY FLIES BOTHERED GIRL","fuzz",0,3,"0",0,"12"
"884","5e89ad187ad752640e558c8a"," CHEF COOKED DELICIOUS FOOD","chef cooked delicious",75,4,"0",0,"12"
"885","5e89ad187ad752640e558c8a"," BROTHER MET TALENTED ARTIST","none",0,5,"0",0,"12"
"886","5e89ad187ad752640e558c8a"," GRANDFATHER MADE WOODEN CHAIR","grandfather",25,6,"0",0,"12"
"887","5e89ad187ad752640e558c8a"," NEIGHBOR LIKED LOUD SONG","mirror like",0,7,"0",0,"12"
"888","5e89ad187ad752640e558c8a"," TEACHER WROTE DIFFICULT QUESTION","future",0,8,"0",0,"12"
"889","5e89ad187ad752640e558c8a"," NURSE CLEANED DIRTY CLOTHES","bias",0,9,"0",0,"12"
"890","5e89ad187ad752640e558c8a"," FATHER HUGGED SAD DAUGHTER","father said",25,10,"0",0,"12"
"891","5e89ad187ad752640e558c8a"," PRETTY GIRL WON PRIZE","pretty girl",50,11,"0",0,"12"
"892","5e89ad187ad752640e558c8a"," BOY CARRIED SMALL RABBIT","boy carried his",50,12,"0",0,"12"
"893","5e89ad187ad752640e558c8a"," GRANDFATHER CHOSE OLD MOVIE","grandfather choosen",25,13,"0",0,"12"
"894","5e89ad187ad752640e558c8a"," BLACK BEAR SCARED VISITORS","none",0,14,"0",0,"12"
"895","5e89ad187ad752640e558c8a"," GRAY GREY MOUSE ATE CHEESE","greenhouse fires",0,15,"0",0,"12"
"896","5e89ad187ad752640e558c8a"," THIRSTY DOG DRANK WATER","dog drinking water",50,16,"0",0,"12"
"897","5e89ad187ad752640e558c8a"," BUSY DAUGHTER JOINED MUSEUM","visit daughter",25,17,"$$$",15.625,"12"
"898","5e89ad187ad752640e558c8a"," PLAYER HURT LEFT HAND","prayer her",0,18,"$$$",0,"12"
"899","5e89ad187ad752640e558c8a"," TALENTED DOCTOR SAVED CHILD","tought the daughter",0,19,"$$$",0,"12"
"900","5e89ad187ad752640e558c8a"," THREE SISTERS SHARED CLOTHES","TRUE",0,20,"$$$",0,"12"
"901","5e89ad187ad752640e558c8a"," STORE SOLD DIRTY CLOTHES","bias",0,21,"0",0,"12"
"902","5e89ad187ad752640e558c8a"," MAN ATE FRESH PEPPERS","man ate fresh",75,22,"0",0,"12"
"903","5e89ad187ad752640e558c8a"," SMALL BOY CHOSE GAME","small boy showss",50,23,"0",0,"12"
"904","5e89ad187ad752640e558c8a"," SMALL RESTAURANT NEEDED MONEY","small restaurant",50,24,"0",0,"12"
"905","5e89ad187ad752640e558c8a"," AUTHOR TOLD INTERESTING STORY","other told him an interesting story",75,25,"0",0,"12"
"906","5e89ad187ad752640e558c8a"," BOSS MET NEW CUSTOMERS","the boss met me",50,26,"0",0,"12"
"907","5e89ad187ad752640e558c8a"," BALL BROKE GLASS WINDOW","none",0,27,"0",0,"12"
"908","5e89ad187ad752640e558c8a"," HORSE MADE LOUD NOISE","bias",0,28,"0",0,"12"
"909","5e89ad187ad752640e558c8a"," MONKEY WANTED YELLOW BANANA","monkey",25,29,"0",0,"12"
"910","5e89ad187ad752640e558c8a"," SCHOOL NEEDED NEW TEACHER","small movie",0,30,"0",0,"12"
"911","5e89ad187ad752640e558c8a"," BOY CARRIED HEAVY CHAIR","the boy",25,31,"0",0,"12"
"912","5e89ad187ad752640e558c8a"," ENGLISH STUDENT READ BOOK","the english",25,32,"0",0,"12"
"913","5e89ad187ad752640e558c8a"," HUNGRY RABBIT ATE CARROTS","the rabbit ate carrots",75,33,"0",0,"12"
"914","5e89ad187ad752640e558c8a"," TEAM PLAYED DIFFICULT GAME","none",0,34,"0",0,"12"
"915","5e89ad187ad752640e558c8a"," CUSTOMERS HATED BLACK TEA","customers",25,35,"0",0,"12"
"916","5e89ad187ad752640e558c8a"," DARK HOUSE SCARED BABY","dark house scary",50,36,"0",0,"12"
"917","5e89ad187ad752640e558c8a"," YOUNGEST SISTER WATCHED PARADE","the youngest sister",50,37,"$$$",31.25,"12"
"918","5e89ad187ad752640e558c8a"," PROFESSOR GAVE UNFAIR GRADE","none",0,38,"$$$",0,"12"
"919","5e89ad187ad752640e558c8a"," FOOTBALL PLAYER WON PRIZE","football player won the prize",100,39,"$$$",62.5,"12"
"920","5e89ad187ad752640e558c8a"," MOTHER DRANK ORANGE JUICE","mother franklin",25,40,"$$$",15.625,"12"
"921","5e89ad187ad752640e558c8a"," MAN SHARED DIFFICULT STORY","the man shared",50,41,"0",0,"12"
"922","5e89ad187ad752640e558c8a"," BOSS TOLD HORRIBLE JOKE","the boss told",50,42,"0",0,"12"
"923","5e89ad187ad752640e558c8a"," GIRL LOVED SWEET COFFEE","the girl loved",50,43,"0",0,"12"
"924","5e89ad187ad752640e558c8a"," STRONG FATHER CARRIED BROTHER","the strong father carried",75,44,"0",0,"12"
"925","5e89ad187ad752640e558c8a"," PRESIDENT GAVE INTERESTING SPEECH","the president gave an interesting speech",100,45,"0",0,"12"
"926","5e89ad187ad752640e558c8a"," MAN HEARD BEAUTIFUL MUSIC","the man",25,46,"0",0,"12"
"927","5e89ad187ad752640e558c8a"," LARGE MONKEY CHASED CHILD","none",0,47,"0",0,"12"
"928","5e89ad187ad752640e558c8a"," FAMILY CLEANED DIRTY HOUSE","the family claimed their house",50,48,"0",0,"12"
"929","5e89ad187ad752640e558c8a"," TALENTED MUSICIAN KNEW SONGS","none",0,49,"0",0,"12"
"930","5e89ad187ad752640e558c8a"," CHILDREN LIKED FRESH VEGETABLES","the cheater liked",25,50,"0",0,"12"
"931","5e89ad187ad752640e558c8a"," SOFT MUSIC PLEASED BOSS","soft music plays",50,51,"0",0,"12"
"932","5e89ad187ad752640e558c8a"," MEAN CHILDREN BROKE RULES","mean children",50,52,"0",0,"12"
"933","5e89ad187ad752640e558c8a"," WOMAN HEARD BEAUTIFUL SONG","none",0,53,"0",0,"12"
"934","5e89ad187ad752640e558c8a"," TRAVELERS VISITED NEW MUSEUM","none",0,54,"0",0,"12"
"935","5e89ad187ad752640e558c8a"," MEAN BEAR ATE FRUIT","the mean",25,55,"0",0,"12"
"936","5e89ad187ad752640e558c8a"," TALENTED AUTHOR RECEIVED PRIZE","the talent author recieved a prize",50,56,"0",0,"12"
"937","5e89ad187ad752640e558c8a"," DOCTOR OWNED YELLOW CAR","the doctor only wore",25,57,"$$$",15.625,"12"
"938","5e89ad187ad752640e558c8a"," WIND DESTROYED TINY HOUSE","the wind destroyed the tiny house",100,58,"$$$",62.5,"12"
"939","5e89ad187ad752640e558c8a"," CHEF CHOSE DELICIOUS CHEESE","the chef shows a delicious cheese",75,59,"$$$",46.875,"12"
"940","5e89ad187ad752640e558c8a"," SMALL FAMILY PLAYED GAME","the small family lived in a hole",50,60,"$$$",31.25,"12"
"941","5e89ad187ad752640e558c8a"," RICH BOYFRIEND OWNED HOUSES","the rich person",25,61,"0",0,"12"
"942","5e89ad187ad752640e558c8a"," HARDWORKING FARMER GREW CORN","none",0,62,"0",0,"12"
"943","5e89ad187ad752640e558c8a"," MONKEY MADE HORRIBLE NOISE","none",0,63,"0",0,"12"
"944","5e89ad187ad752640e558c8a"," HOT COFFEE HURT BOY","the heart coffee",25,64,"0",0,"12"
"945","5e89ad187ad752640e558c8a"," HORRIBLE STORY UPSET GRANDMOTHER","the horrible story of",50,65,"0",0,"12"
"946","5e89ad187ad752640e558c8a"," LOUD NOISE UPSET BABY","the loud noise outside the",50,66,"0",0,"12"
"947","5e89ad187ad752640e558c8a"," GRAY GREY RABBIT LOVED CARROTS","the rabbit loved the carrots",75,67,"0",0,"12"
"948","5e89ad187ad752640e558c8a"," SON LOVED TOY CAR","the son loved the kettlecorn",50,68,"0",0,"12"
"949","5e89ad187ad752640e558c8a"," MAN ATE LARGE MEAL","the man ate the",50,69,"0",0,"12"
"950","5e89ad187ad752640e558c8a"," FAMILY WATCHED TALENTED PERFORMER","the family watched the",50,70,"0",0,"12"
"951","5e89ad187ad752640e558c8a"," CAT CHASED GRAY GREY MOUSE","the cat chased the grey mouse",100,71,"0",0,"12"
"952","5e89ad187ad752640e558c8a"," TROUBLED CHILD NEEDED MOTHER","the trouble child needed help",50,72,"0",0,"12"
"953","5e89ad187ad752640e558c8a"," PRETTY WOMAN LIKED COOKIES","none",0,73,"0",0,"12"
"954","5e89ad187ad752640e558c8a"," HOT SUN WARMED TEA","the hot sun warmed the tree",75,74,"0",0,"12"
"955","5e89ad187ad752640e558c8a"," TEACHER CHOSE DIFFICULT QUESTION","the future chose the child",25,75,"0",0,"12"
"956","5e89ad187ad752640e558c8a"," SMALL ANIMAL SCARED BABY","the small animal",50,76,"0",0,"12"
"957","5e89ad187ad752640e558c8a"," BOSS BOUGHT NEW CAR","none",0,77,"$$$",0,"12"
"958","5e89ad187ad752640e558c8a"," MOTHER BAKED DELICIOUS COOKIES","the mother",25,78,"$$$",15.625,"12"
"959","5e89ad187ad752640e558c8a"," DOCTOR HELPED SICK PATIENT","the doctor helped the sick patient",100,79,"$$$",62.5,"12"
"960","5e89ad187ad752640e558c8a"," COUPLE EXPECTED NEW BABY","the couple expected a baby",75,80,"$$$",46.875,"12"
"961","5e51ff2485649722ffcc1397"," RICH BOYFRIEND OWNED HOUSES","rich boyfriend",50,1,"0",0,"13"
"962","5e51ff2485649722ffcc1397"," HARDWORKING FARMER GREW CORN","working for house",0,2,"0",0,"13"
"963","5e51ff2485649722ffcc1397"," MONKEY MADE HORRIBLE NOISE","none",0,3,"0",0,"13"
"964","5e51ff2485649722ffcc1397"," HOT COFFEE HURT BOY","autopsy",0,4,"0",0,"13"
"965","5e51ff2485649722ffcc1397"," BROTHER MET TALENTED ARTIST","her brother met",50,5,"0",0,"13"
"966","5e51ff2485649722ffcc1397"," GRANDFATHER MADE WOODEN CHAIR","grandfather moved",25,6,"0",0,"13"
"967","5e51ff2485649722ffcc1397"," NEIGHBOR LIKED LOUD SONG","house on lite",0,7,"0",0,"13"
"968","5e51ff2485649722ffcc1397"," TEACHER WROTE DIFFICULT QUESTION","none",0,8,"0",0,"13"
"969","5e51ff2485649722ffcc1397"," COUPLE WANTED YOUNGEST CHILD","none",0,9,"0",0,"13"
"970","5e51ff2485649722ffcc1397"," WOMAN MET RICH ACTOR","rich house guy",25,10,"0",0,"13"
"971","5e51ff2485649722ffcc1397"," TINY FLIES BOTHERED GIRL","none",0,11,"0",0,"13"
"972","5e51ff2485649722ffcc1397"," CHEF COOKED DELICIOUS FOOD","he himself cook",0,12,"0",0,"13"
"973","5e51ff2485649722ffcc1397"," YOUNGEST SISTER WATCHED PARADE","youngest sister",50,13,"0",0,"13"
"974","5e51ff2485649722ffcc1397"," PROFESSOR GAVE UNFAIR GRADE","professor gave",50,14,"0",0,"13"
"975","5e51ff2485649722ffcc1397"," FOOTBALL PLAYER WON PRIZE","football player",50,15,"0",0,"13"
"976","5e51ff2485649722ffcc1397"," MOTHER DRANK ORANGE JUICE","none",0,16,"0",0,"13"
"977","5e51ff2485649722ffcc1397"," WOMAN HEARD BEAUTIFUL SONG","log cabin dealers",0,17,"$$$",0,"13"
"978","5e51ff2485649722ffcc1397"," TRAVELERS VISITED NEW MUSEUM","travels the news",0,18,"$$$",0,"13"
"979","5e51ff2485649722ffcc1397"," MEAN BEAR ATE FRUIT","in there he",0,19,"$$$",0,"13"
"980","5e51ff2485649722ffcc1397"," TALENTED AUTHOR RECEIVED PRIZE","attended opera and recieved a prize",25,20,"$$$",15.625,"13"
"981","5e51ff2485649722ffcc1397"," GRANDFATHER CHOSE OLD MOVIE","the grandfather chose",50,21,"0",0,"13"
"982","5e51ff2485649722ffcc1397"," BLACK BEAR SCARED VISITORS","the black bear was scared",75,22,"0",0,"13"
"983","5e51ff2485649722ffcc1397"," GRAY GREY MOUSE ATE CHEESE","the grey mouse",50,23,"0",0,"13"
"984","5e51ff2485649722ffcc1397"," THIRSTY DOG DRANK WATER","maxi doll drank the water",50,24,"0",0,"13"
"985","5e51ff2485649722ffcc1397"," BOSS BOUGHT NEW CAR","boss bolton",25,25,"0",0,"13"
"986","5e51ff2485649722ffcc1397"," MOTHER BAKED DELICIOUS COOKIES","mother bathed",25,26,"0",0,"13"
"987","5e51ff2485649722ffcc1397"," DOCTOR HELPED SICK PATIENT","the doctor ordered",25,27,"0",0,"13"
"988","5e51ff2485649722ffcc1397"," COUPLE EXPECTED NEW BABY","couple expected",50,28,"0",0,"13"
"989","5e51ff2485649722ffcc1397"," NURSE CLEANED DIRTY CLOTHES","the nurse when he literally",25,29,"0",0,"13"
"990","5e51ff2485649722ffcc1397"," FATHER HUGGED SAD DAUGHTER","father had to sad him",50,30,"0",0,"13"
"991","5e51ff2485649722ffcc1397"," PRETTY GIRL WON PRIZE","pretty girl want the dress",50,31,"0",0,"13"
"992","5e51ff2485649722ffcc1397"," BOY CARRIED SMALL RABBIT","boy carried a small backpack",75,32,"0",0,"13"
"993","5e51ff2485649722ffcc1397"," HORRIBLE STORY UPSET GRANDMOTHER","horrible storm severed",25,33,"0",0,"13"
"994","5e51ff2485649722ffcc1397"," LOUD NOISE UPSET BABY","the llama",0,34,"0",0,"13"
"995","5e51ff2485649722ffcc1397"," GRAY GREY RABBIT LOVED CARROTS","the rabbit loved carrots",75,35,"0",0,"13"
"996","5e51ff2485649722ffcc1397"," SON LOVED TOY CAR","the son loved",50,36,"0",0,"13"
"997","5e51ff2485649722ffcc1397"," MAN ATE LARGE MEAL","aunt splurged",0,37,"$$$",0,"13"
"998","5e51ff2485649722ffcc1397"," FAMILY WATCHED TALENTED PERFORMER","family watched the town",50,38,"$$$",31.25,"13"
"999","5e51ff2485649722ffcc1397"," CAT CHASED GRAY GREY MOUSE","the cat chased the grey mouse",100,39,"$$$",62.5,"13"
"1000","5e51ff2485649722ffcc1397"," TROUBLED CHILD NEEDED MOTHER","troubled child needed",75,40,"$$$",46.875,"13"
"1001","5e51ff2485649722ffcc1397"," BUSY DAUGHTER JOINED MUSEUM","busy daughter",50,41,"0",0,"13"
"1002","5e51ff2485649722ffcc1397"," PLAYER HURT LEFT HAND","none",0,42,"0",0,"13"
"1003","5e51ff2485649722ffcc1397"," TALENTED DOCTOR SAVED CHILD","doctor saved the child",75,43,"0",0,"13"
"1004","5e51ff2485649722ffcc1397"," THREE SISTERS SHARED CLOTHES","true spiral",0,44,"0",0,"13"
"1005","5e51ff2485649722ffcc1397"," STORE SOLD DIRTY CLOTHES","none",0,45,"0",0,"13"
"1006","5e51ff2485649722ffcc1397"," MAN ATE FRESH PEPPERS","none",0,46,"0",0,"13"
"1007","5e51ff2485649722ffcc1397"," SMALL BOY CHOSE GAME","the small boy",50,47,"0",0,"13"
"1008","5e51ff2485649722ffcc1397"," SMALL RESTAURANT NEEDED MONEY","small resturant housed",25,48,"0",0,"13"
"1009","5e51ff2485649722ffcc1397"," PRESIDENT GAVE INTERESTING SPEECH","the person expunged",0,49,"0",0,"13"
"1010","5e51ff2485649722ffcc1397"," MAN HEARD BEAUTIFUL MUSIC","none",0,50,"0",0,"13"
"1011","5e51ff2485649722ffcc1397"," LARGE MONKEY CHASED CHILD","the large monkey chased",75,51,"0",0,"13"
"1012","5e51ff2485649722ffcc1397"," FAMILY CLEANED DIRTY HOUSE","the family played",25,52,"0",0,"13"
"1013","5e51ff2485649722ffcc1397"," MONKEY WANTED YELLOW BANANA","none",0,53,"0",0,"13"
"1014","5e51ff2485649722ffcc1397"," SCHOOL NEEDED NEW TEACHER","none",0,54,"0",0,"13"
"1015","5e51ff2485649722ffcc1397"," BOY CARRIED HEAVY CHAIR","the boy carried heavy",75,55,"0",0,"13"
"1016","5e51ff2485649722ffcc1397"," ENGLISH STUDENT READ BOOK","none",0,56,"0",0,"13"
"1017","5e51ff2485649722ffcc1397"," PRETTY WOMAN LIKED COOKIES","the prin",0,57,"$$$",0,"13"
"1018","5e51ff2485649722ffcc1397"," HOT SUN WARMED TEA","the hot sun",50,58,"$$$",31.25,"13"
"1019","5e51ff2485649722ffcc1397"," TEACHER CHOSE DIFFICULT QUESTION","the teacher chose",50,59,"$$$",31.25,"13"
"1020","5e51ff2485649722ffcc1397"," SMALL ANIMAL SCARED BABY","the small animals scared",50,60,"$$$",31.25,"13"
"1021","5e51ff2485649722ffcc1397"," DOCTOR OWNED YELLOW CAR","the doctor owned the yellow car",100,61,"0",0,"13"
"1022","5e51ff2485649722ffcc1397"," WIND DESTROYED TINY HOUSE","the wind destroyed the townhouse",50,62,"0",0,"13"
"1023","5e51ff2485649722ffcc1397"," CHEF CHOSE DELICIOUS CHEESE","the chef chose the cheese",75,63,"0",0,"13"
"1024","5e51ff2485649722ffcc1397"," SMALL FAMILY PLAYED GAME","the small family lived in the",50,64,"0",0,"13"
"1025","5e51ff2485649722ffcc1397"," AUTHOR TOLD INTERESTING STORY","the author told an interesting story",100,65,"0",0,"13"
"1026","5e51ff2485649722ffcc1397"," BOSS MET NEW CUSTOMERS","the boss met the new",75,66,"0",0,"13"
"1027","5e51ff2485649722ffcc1397"," BALL BROKE GLASS WINDOW","the ball broke the glass window",100,67,"0",0,"13"
"1028","5e51ff2485649722ffcc1397"," HORSE MADE LOUD NOISE","the horse made a loud noise",100,68,"0",0,"13"
"1029","5e51ff2485649722ffcc1397"," TALENTED MUSICIAN KNEW SONGS","the talented musician uses sauce",50,69,"0",0,"13"
"1030","5e51ff2485649722ffcc1397"," CHILDREN LIKED FRESH VEGETABLES","children liked the fresh",75,70,"0",0,"13"
"1031","5e51ff2485649722ffcc1397"," SOFT MUSIC PLEASED BOSS","the soft music pleased the boss",100,71,"0",0,"13"
"1032","5e51ff2485649722ffcc1397"," MEAN CHILDREN BROKE RULES","the mean children",50,72,"0",0,"13"
"1033","5e51ff2485649722ffcc1397"," MAN SHARED DIFFICULT STORY","the band shared the different vice",25,73,"0",0,"13"
"1034","5e51ff2485649722ffcc1397"," BOSS TOLD HORRIBLE JOKE","the boss slid",25,74,"0",0,"13"
"1035","5e51ff2485649722ffcc1397"," GIRL LOVED SWEET COFFEE","the girl loved the sweet coffee",100,75,"0",0,"13"
"1036","5e51ff2485649722ffcc1397"," STRONG FATHER CARRIED BROTHER","the strong father",50,76,"0",0,"13"
"1037","5e51ff2485649722ffcc1397"," HUNGRY RABBIT ATE CARROTS","the hangry rabbit ate the carrots",75,77,"$$$",46.875,"13"
"1038","5e51ff2485649722ffcc1397"," TEAM PLAYED DIFFICULT GAME","the teen played",25,78,"$$$",15.625,"13"
"1039","5e51ff2485649722ffcc1397"," CUSTOMERS HATED BLACK TEA","because smooth eater black pea",25,79,"$$$",15.625,"13"
"1040","5e51ff2485649722ffcc1397"," DARK HOUSE SCARED BABY","the dark past scared me",50,80,"$$$",31.25,"13"
"1041","5b78542ef642ed0001517ca0"," BUSY DAUGHTER JOINED MUSEUM","he himself",0,1,"0",0,"14"
"1042","5b78542ef642ed0001517ca0"," PLAYER HURT LEFT HAND","he himself",0,2,"0",0,"14"
"1043","5b78542ef642ed0001517ca0"," TALENTED DOCTOR SAVED CHILD","he himself talked",0,3,"0",0,"14"
"1044","5b78542ef642ed0001517ca0"," THREE SISTERS SHARED CLOTHES","he himself all true",0,4,"0",0,"14"
"1045","5b78542ef642ed0001517ca0"," COUPLE WANTED YOUNGEST CHILD","he himself a couple",25,5,"0",0,"14"
"1046","5b78542ef642ed0001517ca0"," WOMAN MET RICH ACTOR","none",0,6,"0",0,"14"
"1047","5b78542ef642ed0001517ca0"," TINY FLIES BOTHERED GIRL","he himself helped",0,7,"0",0,"14"
"1048","5b78542ef642ed0001517ca0"," CHEF COOKED DELICIOUS FOOD","housesit",0,8,"0",0,"14"
"1049","5b78542ef642ed0001517ca0"," DOCTOR OWNED YELLOW CAR","doctor",25,9,"0",0,"14"
"1050","5b78542ef642ed0001517ca0"," WIND DESTROYED TINY HOUSE","destroyed",25,10,"0",0,"14"
"1051","5b78542ef642ed0001517ca0"," CHEF CHOSE DELICIOUS CHEESE","none",0,11,"0",0,"14"
"1052","5b78542ef642ed0001517ca0"," SMALL FAMILY PLAYED GAME","small family",50,12,"0",0,"14"
"1053","5b78542ef642ed0001517ca0"," TALENTED MUSICIAN KNEW SONGS","he himself musician",25,13,"0",0,"14"
"1054","5b78542ef642ed0001517ca0"," CHILDREN LIKED FRESH VEGETABLES","none",0,14,"0",0,"14"
"1055","5b78542ef642ed0001517ca0"," SOFT MUSIC PLEASED BOSS","soft music please the boss",75,15,"0",0,"14"
"1056","5b78542ef642ed0001517ca0"," MEAN CHILDREN BROKE RULES","he himself",0,16,"0",0,"14"
"1057","5b78542ef642ed0001517ca0"," NURSE CLEANED DIRTY CLOTHES","he himself the nurse",25,17,"$$$",15.625,"14"
"1058","5b78542ef642ed0001517ca0"," FATHER HUGGED SAD DAUGHTER","he himself father had to",25,18,"$$$",15.625,"14"
"1059","5b78542ef642ed0001517ca0"," PRETTY GIRL WON PRIZE","pretty girl won the",75,19,"$$$",46.875,"14"
"1060","5b78542ef642ed0001517ca0"," BOY CARRIED SMALL RABBIT","the boy carried the bag of supplies",50,20,"$$$",31.25,"14"
"1061","5b78542ef642ed0001517ca0"," PRESIDENT GAVE INTERESTING SPEECH","the president",25,21,"0",0,"14"
"1062","5b78542ef642ed0001517ca0"," MAN HEARD BEAUTIFUL MUSIC","the man",25,22,"0",0,"14"
"1063","5b78542ef642ed0001517ca0"," LARGE MONKEY CHASED CHILD","the large money chased the",50,23,"0",0,"14"
"1064","5b78542ef642ed0001517ca0"," FAMILY CLEANED DIRTY HOUSE","the family their house",50,24,"0",0,"14"
"1065","5b78542ef642ed0001517ca0"," PRETTY WOMAN LIKED COOKIES","the pretty woman liked cookies",100,25,"0",0,"14"
"1066","5b78542ef642ed0001517ca0"," HOT SUN WARMED TEA","the hot sun warmed",75,26,"0",0,"14"
"1067","5b78542ef642ed0001517ca0"," TEACHER CHOSE DIFFICULT QUESTION","the teacher chose",50,27,"0",0,"14"
"1068","5b78542ef642ed0001517ca0"," SMALL ANIMAL SCARED BABY","the small animals",25,28,"0",0,"14"
"1069","5b78542ef642ed0001517ca0"," GRANDFATHER CHOSE OLD MOVIE","the grandfather",25,29,"0",0,"14"
"1070","5b78542ef642ed0001517ca0"," BLACK BEAR SCARED VISITORS","the black bear scared",75,30,"0",0,"14"
"1071","5b78542ef642ed0001517ca0"," GRAY GREY MOUSE ATE CHEESE","the gray mouse ate cheese",100,31,"0",0,"14"
"1072","5b78542ef642ed0001517ca0"," THIRSTY DOG DRANK WATER","the thirsty dog drank the water",100,32,"0",0,"14"
"1073","5b78542ef642ed0001517ca0"," WOMAN HEARD BEAUTIFUL SONG","none",0,33,"0",0,"14"
"1074","5b78542ef642ed0001517ca0"," TRAVELERS VISITED NEW MUSEUM","the travelers visited",50,34,"0",0,"14"
"1075","5b78542ef642ed0001517ca0"," MEAN BEAR ATE FRUIT","the mean bear",50,35,"0",0,"14"
"1076","5b78542ef642ed0001517ca0"," TALENTED AUTHOR RECEIVED PRIZE","the talented author received a prize",100,36,"0",0,"14"
"1077","5b78542ef642ed0001517ca0"," HUNGRY RABBIT ATE CARROTS","the rabbit grass",25,37,"$$$",15.625,"14"
"1078","5b78542ef642ed0001517ca0"," TEAM PLAYED DIFFICULT GAME","the team played",50,38,"$$$",31.25,"14"
"1079","5b78542ef642ed0001517ca0"," CUSTOMERS HATED BLACK TEA","the customers need to find tea",50,39,"$$$",31.25,"14"
"1080","5b78542ef642ed0001517ca0"," DARK HOUSE SCARED BABY","the dark mouse scared the",50,40,"$$$",31.25,"14"
"1081","5b78542ef642ed0001517ca0"," STORE SOLD DIRTY CLOTHES","none",0,41,"0",0,"14"
"1082","5b78542ef642ed0001517ca0"," MAN ATE FRESH PEPPERS","the man ate the fresh peppers",100,42,"0",0,"14"
"1083","5b78542ef642ed0001517ca0"," SMALL BOY CHOSE GAME","the small boy chased the",50,43,"0",0,"14"
"1084","5b78542ef642ed0001517ca0"," SMALL RESTAURANT NEEDED MONEY","the small restaurant needed money",100,44,"0",0,"14"
"1085","5b78542ef642ed0001517ca0"," MAN SHARED DIFFICULT STORY","the",0,45,"0",0,"14"
"1086","5b78542ef642ed0001517ca0"," BOSS TOLD HORRIBLE JOKE","the boss sold",25,46,"0",0,"14"
"1087","5b78542ef642ed0001517ca0"," GIRL LOVED SWEET COFFEE","the girl loved",50,47,"0",0,"14"
"1088","5b78542ef642ed0001517ca0"," STRONG FATHER CARRIED BROTHER","the strong father carried",75,48,"0",0,"14"
"1089","5b78542ef642ed0001517ca0"," BROTHER MET TALENTED ARTIST","the brother met the",50,49,"0",0,"14"
"1090","5b78542ef642ed0001517ca0"," GRANDFATHER MADE WOODEN CHAIR","the grandfather made",50,50,"0",0,"14"
"1091","5b78542ef642ed0001517ca0"," NEIGHBOR LIKED LOUD SONG","the neighbor liked the loud song",100,51,"0",0,"14"
